game_id,success,total_reward,steps,time_taken,final_score,error
ls20,False,0.0,0,0.690000057220459,0.0,too many values to unpack (expected 5)
ar25,False,0.0,0,0.5028250217437744,0.0,too many values to unpack (expected 5)
ft09,False,0.0,0,0.43195605278015137,0.0,too many values to unpack (expected 5)
