game_id,success,total_reward,steps,time_taken,final_score,error
ls20,False,0.0,0,0.46015501022338867,0.0,too many values to unpack (expected 2)
ls21,False,0.0,0,0.8313720226287842,0.0,'NoneType' object has no attribute 'reset'
